Run key soldier,Id,Name,Rank,Salary,Run key Weapon,Regular Or permanent,Recruitment date,Release date 
1137,237583194,Victor Cheek,Rav samal,6335,7252,Regular,2007-12-25,2010-09-20
1138,119760191,Kelly Anderson,Rav samal,2087,5192,permanent,2005-07-05,2008-03-31
1139,282965423,Lawrence Rogers,Rav turai,3904,12286,Regular,2010-09-16,2013-06-12
1140,254397636,Joseph Tejeda,Rav samal rishon,3447,2003,permanent,1999-03-06,2001-11-30
1141,38543350,Cheryl Broaddus,Rav turai,3801,7241,permanent,1994-12-13,1997-09-08
1142,294841207,Karen Messer,Samal,2769,13438,permanent,2007-10-05,2010-07-01
1143,181412967,Donald Theriault,Turai,3083,7935,Regular,2003-03-27,2005-12-21
1144,296347138,Yen Sanches,Rav samal,2971,10543,permanent,2012-09-07,2015-06-04
1145,45880949,Nancy Billups,Seren,3903,19252,permanent,2011-02-11,2013-11-07
1146,208077819,Darrell Barthel,Rav seren,5165,11895,permanent,2013-03-02,2015-11-27
1147,71574011,Wallace Rayford,Seren,9342,13463,permanent,2011-03-01,2013-11-25
1148,150799600,Thomas Skinner,Seren,2208,12036,permanent,2001-08-31,2004-05-27
1149,277428176,Crystal Aube,Seren,6395,7512,Regular,1994-11-02,1997-07-29
1150,35804403,Jorge Mize,Sgan aluf,3408,8682,permanent,1999-12-26,2002-09-21
1151,90728162,Albert Delossantos,Rav turai,3642,15775,Regular,2014-04-27,2017-01-21
1152,99150726,Irene Gautreaux,Aluf mishne,5420,10802,Regular,2000-10-09,2003-07-06
1153,214692775,Katherine Moore,Seren,4124,1258,permanent,2013-11-25,2016-08-21
1154,44541248,Susan Willis,Rav samal,7178,14913,Regular,2009-11-01,2012-07-28
1155,120482180,Leon Green,Seren,6495,13626,permanent,2000-12-08,2003-09-04
1156,228874606,James Gonzales,Seren,2620,15511,Regular,1994-07-07,1997-04-02
1157,50007108,Virginia Shepard,Rav turai,2971,11308,permanent,1994-05-27,1997-02-20
1158,213427714,Zachary Stanford,Turai,2539,6560,permanent,2000-08-07,2003-05-04
1159,151466608,Dirk Broady,Samal,5856,11133,Regular,1998-09-24,2001-06-20
1160,88828667,Jessica Gebauer,Samal,2954,10033,permanent,1991-06-17,1994-03-13
1161,83128815,Evangeline Dewitt,Rav samal rishon,7842,17170,Regular,2010-10-21,2013-07-17
1162,129053501,Johnny Mankins,Sgan aluf,4829,13561,Regular,2005-10-22,2008-07-18
1163,268850407,Amanda Iwanowski,Samal,4992,7783,Regular,2001-11-30,2004-08-26
1164,150178348,Richard Cox,Rav turai,3272,10806,Regular,1993-01-16,1995-10-13
1165,139995432,Melissa Cotton,Rav samal,5164,2731,Regular,1993-01-13,1995-10-10
1166,19219101,Jeremy Crump,Samal,1789,6275,permanent,2017-01-21,2019-10-18
1167,210833503,Nancy Arvan,Rav samal,2512,2406,Regular,1991-05-30,1994-02-23
1168,164206228,Judith Davis,Turai,6470,13691,permanent,2014-02-01,2016-10-28
1169,41643884,Dorothy Nash,Turai,2632,14860,Regular,2003-04-15,2006-01-09
1170,199359897,Leticia Smith,Samal,9651,16770,permanent,1993-12-09,1996-09-04
1171,184502478,Charles Walton,Rav samal,9037,182,Regular,1996-01-03,1998-09-29
1172,2267160,George Dattilo,Seren,5232,15772,permanent,1994-02-28,1996-11-24
1173,50859325,Robert Aldridge,Seren,3937,1291,Regular,2013-06-14,2016-03-10
1174,299165706,Brian Gainey,Turai,5982,1781,Regular,2007-09-03,2010-05-30
1175,275364458,Anna Byrne,Rav turai,9384,3236,permanent,2007-04-13,2010-01-07
1176,73022549,Manuel Delrosso,Tat aluf,4990,19830,Regular,2009-12-17,2012-09-12
1177,281400138,Brenda Quintana,Seren,5552,17548,Regular,1995-10-10,1998-07-06
1178,82901789,William Slocum,Seren,6564,18329,Regular,1990-03-13,1992-12-07
1179,57550797,Julie Wentz,Turai,2430,17782,permanent,2002-09-06,2005-06-02
1180,87956259,Frederick Foltz,Rav turai,2646,5930,Regular,2012-06-24,2015-03-21
1181,175907288,Carolyn Magers,Samal,8282,2680,Regular,2001-06-01,2004-02-26
1182,281792110,Valerie King,Aluf mishne,1669,19954,Regular,2009-10-25,2012-07-21
1183,3120146,Aaron Fabry,Samal,4956,1279,permanent,2018-11-18,2021-08-14
1184,7782430,Mirella Miller,Samal,4577,7011,Regular,1996-09-30,1999-06-27
1185,170517534,Jordan Sanchez,Rav seren,7559,13991,permanent,2014-04-19,2017-01-13
1186,191417670,Frank Michaels,Rav samal rishon,4450,13935,Regular,2004-12-01,2007-08-28
1187,84775458,Connie Burks,Rav samal rishon,4577,4314,Regular,1994-03-04,1996-11-28
1188,41201926,Michael Allen,Rav samal rishon,8451,6511,permanent,2008-02-03,2010-10-30
1189,119346011,Jason Lowe,Rav turai,3438,9962,permanent,2013-08-28,2016-05-24
1190,81210825,Stephanie Hartzler,Aluf mishne,3390,13967,permanent,1995-07-19,1998-04-14
1191,237504566,Ulrike Leavins,Seren,4410,9246,permanent,2011-03-26,2013-12-20
1192,101080137,Steven Gates,Rav samal,2476,19125,permanent,2006-01-18,2008-10-14
1193,138780627,Cynthia Acosta,Samal,7494,9805,permanent,2018-07-10,2021-04-05
1194,76064818,Emerson Thompson,Samal,3851,12973,permanent,2009-02-21,2011-11-18
1195,117424181,Nancy Mcculler,Seren,6956,9941,permanent,2007-11-28,2010-08-24
1196,166328773,David Robinson,Rav samal,7982,17040,Regular,2010-04-04,2012-12-29
1197,99713172,Rick Lundy,Turai,9250,18227,Regular,2016-11-09,2019-08-06
1198,275412064,Migdalia Lassiter,Seren,9489,6918,Regular,2006-07-18,2009-04-13
1199,227122857,Julia Evans,Rav samal,6121,11231,Regular,1993-11-22,1996-08-18
1200,190222758,Abigail James,Rav samal rishon,3346,1646,Regular,1998-12-31,2001-09-26
1201,158694720,Todd Windham,Sgan aluf,4225,17427,Regular,2011-06-15,2014-03-11
1202,210163892,Bruce Hilton,Rav turai,6610,577,Regular,2016-06-30,2019-03-27
1203,269458503,Bryan Koffler,Sgan aluf,4293,1287,permanent,1990-08-29,1993-05-25
1204,69698728,Pamela Park,Seren,8071,12170,permanent,2005-03-29,2007-12-24
1205,124269877,Joseph Bires,Seren,4812,5933,permanent,2005-12-21,2008-09-16
1206,126616077,Perry Scott,Turai,3875,18498,permanent,2008-11-01,2011-07-29
1207,48792705,Carlos Jones,Turai,6733,7902,Regular,2008-11-07,2011-08-04
1208,185157316,Stacey Hutchinson,Samal,2368,6366,permanent,2005-07-08,2008-04-03
1209,236744732,Augusta Taylor,Rav samal,4127,16520,Regular,1997-12-13,2000-09-08
1210,220748763,Charles Sheehan,Seren,2696,7336,Regular,2004-01-29,2006-10-25
1211,39478291,Michael Spears,Seren,5279,12419,permanent,2012-07-21,2015-04-17
1212,206410881,Ismael Mcenany,Samal,9048,15180,permanent,2011-07-19,2014-04-14
1213,224450759,Joseph Moreno,Rav samal rishon,9720,2398,Regular,2009-11-06,2012-08-02
1214,248202958,Damion Chester,Samal,5161,14513,permanent,2000-09-09,2003-06-06
1215,283287650,Lee Crawford,Rav samal,3903,7058,Regular,1995-04-21,1998-01-15
1216,210225038,Thomas Qualls,Rav samal,9690,19313,Regular,2000-10-24,2003-07-21
1217,232999081,Francine Finley,Samal,7395,15027,permanent,2000-10-27,2003-07-24
1218,33351754,Elise Dewitt,Samal,4813,13343,Regular,1996-02-14,1998-11-10
1219,175982547,Stephanie Ryan,Rav samal rishon,2761,19988,permanent,2003-08-21,2006-05-17
1220,43459381,Gregory Adrian,Turai,6656,2001,permanent,1993-12-12,1996-09-07
1221,151668085,Sean Williams,Rav seren,6364,19418,permanent,2005-01-04,2007-10-01
1222,53487491,Robert Townsel,Seren,1594,5956,Regular,1990-06-13,1993-03-09
1223,293277102,Vania Christensen,Seren,3490,11147,Regular,1993-08-01,1996-04-27
1224,140207826,Gretchen Frison,Rav turai,9539,12758,Regular,2005-09-25,2008-06-21
1225,274503544,Mary Bickers,Rav samal,5437,284,Regular,2014-01-12,2016-10-08
1226,45908259,Leta Prost,Turai,3019,16596,permanent,1998-02-09,2000-11-05
1227,214107331,Jennie Carroll,Rav samal rishon,3861,11227,Regular,1992-11-02,1995-07-30
1228,219253762,Jane Guerra,Turai,4183,15467,Regular,2014-03-09,2016-12-03
1229,276252639,Javier Owens,Samal,2692,8781,Regular,1994-04-02,1996-12-27
1230,200279088,Donna Smith,Turai,5562,19121,permanent,2011-06-01,2014-02-25
1231,134383464,Carolyn Wilson,Rav samal,6810,2130,Regular,2018-12-04,2021-08-30
1232,260260844,Betty Raymond,Seren,4824,8938,Regular,1993-09-20,1996-06-16
1233,67741382,Janette Shelnutt,Seren,2166,13161,permanent,1994-05-23,1997-02-16
1234,205888796,Tammy Mcmahon,Rav samal,3790,1174,permanent,2000-10-16,2003-07-13
1235,170888817,Mickie Myers,Rav turai,7010,4857,Regular,2017-04-07,2020-01-02
1236,205317421,Jayne Diamond,Rav seren,2692,15567,permanent,2015-08-07,2018-05-03
1237,161770825,Suzanne Lewis,Samal,2692,7708,permanent,1994-07-14,1997-04-09
1238,147351084,Jasper Hurley,Aluf mishne,2570,5724,Regular,2005-06-19,2008-03-15
1239,268757853,Yolanda Richardson,Seren,8220,8058,permanent,1995-12-31,1998-09-26
1240,221941552,Kathleen Profit,Sgan aluf,4673,15025,Regular,2010-03-23,2012-12-17
1241,277220758,Sara Kimpton,Turai,4233,2455,Regular,1995-08-01,1998-04-27
1242,4988539,Richard Taylor,Rav samal,2836,5537,permanent,2008-06-25,2011-03-22
1243,110485647,Diane Quinones,Rav samal,4053,16606,Regular,2012-05-23,2015-02-17
1244,120580892,Reuben Porter,Rav samal rishon,2824,6098,permanent,2000-08-30,2003-05-27
1245,10698568,Francisco Spencer,Aluf mishne,8049,18255,Regular,1991-01-11,1993-10-07
1246,280743613,Lucy Castillo,Rav seren,4990,2772,Regular,2010-11-06,2013-08-02
1247,75198879,Ronald Orr,Rav turai,8153,19438,Regular,2018-03-02,2020-11-26
1248,261966186,Anna Pignataro,Rav turai,6598,18617,permanent,1992-09-05,1995-06-02
1249,187904682,Krista Williams,Rav turai,2242,7421,Regular,1999-05-10,2002-02-03
1250,121332017,Quinton Kramer,Sgan aluf,2430,7912,Regular,2009-01-14,2011-10-11
1251,81352121,Charles Carlisle,Rav seren,2210,16540,permanent,2014-04-01,2016-12-26
1252,56073417,Nicholas Henderson,Aluf mishne,1690,16941,permanent,1992-07-02,1995-03-29
1253,37054637,Erick Klein,Aluf,8764,5887,Regular,2018-11-07,2021-08-03
1254,195280877,Andrew Torres,Turai,7262,10388,Regular,2018-08-10,2021-05-06
1255,59315166,Michael Tucker,Rav samal rishon,7181,3344,Regular,2012-01-23,2014-10-19
1256,252031250,Joseph Obryant,Turai,4684,14471,permanent,2005-02-03,2007-10-31
1257,166791042,Fredrick Ballard,Seren,9098,6049,permanent,1995-01-12,1997-10-08
1258,223345601,Frankie King,Seren,6384,17736,permanent,2009-03-29,2011-12-24
1259,248011999,Craig Rogriguez,Rav samal rishon,4201,8041,permanent,2013-02-24,2015-11-21
1260,291303421,Ruby Cavender,Samal,5751,17595,Regular,2010-08-01,2013-04-27
1261,209138327,Roger Pilbin,Rav turai,6982,12021,Regular,1996-10-16,1999-07-13
1262,62581461,Dorothy Pope,Samal,6375,17255,Regular,2012-07-01,2015-03-28
1263,282198075,Juan Terry,Rav samal,9040,17635,Regular,1992-07-22,1995-04-18
1264,126087884,Arthur Lopez,Samal,8836,11958,Regular,2008-02-05,2010-11-01
1265,31497135,James Massengill,Rav samal,3237,10636,permanent,2002-10-31,2005-07-27
1266,257319779,Ladonna Gallipeau,Aluf mishne,8144,18443,permanent,2003-12-07,2006-09-02
1267,189104267,Mildred Valdez,Turai,7922,9147,permanent,2007-07-20,2010-04-15
1268,39374673,Patricia Russell,Rav turai,2188,14606,Regular,1997-10-13,2000-07-09
1269,93754048,Deborah Leija,Rav samal rishon,6501,1479,Regular,2017-09-25,2020-06-21
1270,191169922,Ronald Moore,Rav samal,2092,12165,Regular,2000-06-24,2003-03-21
1271,83000737,David Clark,Rav turai,2748,1910,permanent,2003-02-09,2005-11-05
1272,189665183,Patricia Hawkes,Turai,6885,10265,permanent,2001-04-15,2004-01-10
1273,282604441,Kevin Cowan,Turai,3554,6803,Regular,2016-12-26,2019-09-22
1274,146660279,Kevin Noland,Samal,4664,2943,Regular,1999-04-24,2002-01-18
1275,256574275,Marguerite Rojas,Turai,2925,9821,Regular,2006-01-12,2008-10-08
1276,205803610,Andrew Hardy,Rav turai,5272,5096,permanent,1990-07-27,1993-04-22
1277,109466975,Larry Esmond,Samal,8870,6177,Regular,2013-06-19,2016-03-15
1278,107541024,Karl Martin,Rav turai,4339,10964,permanent,1993-09-08,1996-06-04
1279,174604911,Ann Lehnortt,Rav turai,6042,8954,Regular,2015-03-09,2017-12-03
1280,43339895,Ralph Spivey,Samal,6100,16368,permanent,1993-10-24,1996-07-20
1281,211800516,David Green,Seren,2208,2097,Regular,1992-01-20,1994-10-16
1282,231620833,Jessica Romanowski,Rav samal,7158,19203,permanent,1992-02-09,1994-11-05
1283,127322246,David Avila,Rav samal rishon,3926,9172,Regular,2018-05-07,2021-01-31
1284,6326347,Beverly Burger,Seren,7699,9812,permanent,2000-08-28,2003-05-25
1285,183091096,Thomas Adams,Rav turai,4640,10866,permanent,2017-06-29,2020-03-25
1286,119436382,Donna Ly,Sgan aluf,5331,778,Regular,2003-10-21,2006-07-17
1287,30070585,Spencer Ellis,Rav turai,3913,11879,Regular,2017-10-01,2020-06-27
1288,146181582,Seth Parker,Rav samal rishon,2886,18454,Regular,2010-10-20,2013-07-16
1289,228663127,Shawn Piatek,Samal,9664,5623,Regular,2011-03-14,2013-12-08
1290,226042328,Jose Roberts,Rav turai,8877,14321,permanent,2001-08-29,2004-05-25
1291,254470420,Helen Mathieu,Seren,9333,4641,Regular,1992-11-27,1995-08-24
1292,152425085,Rafaela Buck,Rav turai,4536,328,Regular,2009-02-14,2011-11-11
1293,25086477,Jamie Perez,Seren,2613,1520,Regular,1993-05-19,1996-02-13
1294,269817386,Jeff Long,Turai,2036,15830,Regular,1993-09-14,1996-06-10
1295,275377285,Masako Wu,Seren,8657,11702,Regular,2014-02-02,2016-10-29
1296,102852735,Miriam Devlin,Turai,6716,661,Regular,1996-04-05,1998-12-31
1297,224401152,Christina Lawrence,Rav turai,5381,5701,Regular,2012-05-02,2015-01-27
1298,174498344,Robert Quinn,Samal,3905,2750,Regular,2003-01-22,2005-10-18
1299,10639924,Deborah Dobbin,Rav samal,9808,13147,permanent,2018-05-19,2021-02-12
1300,265241330,Henry Phillips,Samal,7326,5698,permanent,1994-02-03,1996-10-30
1301,87863408,Kevin Poole,Samal,5522,19085,Regular,1993-03-28,1995-12-23
1302,9620424,Arturo Paige,Samal,3969,9494,permanent,2009-11-12,2012-08-08
1303,293665628,Paul Correira,Samal,4777,13237,Regular,2003-07-30,2006-04-25
1304,198647673,Craig Saxton,Rav seren,3817,17767,Regular,2001-11-13,2004-08-09
1305,192557277,Joseph Leonard,Rav turai,3681,18695,Regular,1999-12-08,2002-09-03
1306,253823182,Francis Crowe,Samal,6964,2332,Regular,2003-04-24,2006-01-18
1307,149348121,Carol Thorne,Samal,4899,10542,permanent,2012-11-11,2015-08-08
1308,5528745,Michael Senethavilouk,Aluf,5897,18714,permanent,2002-08-06,2005-05-02
1309,290302045,Jose Harris,Tat aluf,4795,3916,permanent,2001-12-17,2004-09-12
1310,294424626,Jake Cook,Rav samal rishon,4036,11084,Regular,1992-10-16,1995-07-13
1311,95963604,Winifred Orr,Turai,6471,19147,Regular,1990-08-07,1993-05-03
1312,83505540,Leah Green,Sgan aluf,3043,354,Regular,1997-10-30,2000-07-26
1313,9822020,Amanda Elrod,Rav turai,2553,16849,Regular,1991-02-13,1993-11-09
1314,31041194,Octavia Ely,Rav turai,3660,16462,Regular,1991-08-14,1994-05-10
1315,212000671,Mary Parsons,Seren,8169,566,Regular,1994-11-19,1997-08-15
1316,189758614,William Anderson,Samal,8087,15842,Regular,1997-09-09,2000-06-05
1317,64968639,Josefa Watson,Rav seren,5254,19945,permanent,2014-02-24,2016-11-20
1318,147181856,Lucille Hubbard,Rav samal rishon,7909,13281,permanent,1997-01-23,1999-10-20
1319,30925538,Louis Ziegler,Rav samal,4871,18947,Regular,2005-11-15,2008-08-11
1320,249570766,Lea Zerger,Turai,6888,16850,Regular,1997-11-15,2000-08-11
1321,45603955,Frederick Strack,Seren,5715,16380,permanent,2014-08-01,2017-04-27
1322,168279993,Albert Rogriguez,Samal,1723,12328,Regular,2008-05-03,2011-01-28
1323,191185578,Kevin Robbins,Seren,7603,10562,permanent,1998-09-16,2001-06-12
1324,224515457,Ronald Vandis,Turai,4128,16831,permanent,2015-01-24,2017-10-20
1325,95744848,Douglas Russo,Rav turai,2697,6250,Regular,2008-11-08,2011-08-05
1326,273443995,Jaime Noggle,Seren,6797,18803,permanent,2011-08-25,2014-05-21
1327,239717167,Richard Malone,Seren,3231,15752,Regular,1997-03-05,1999-11-30
1328,299750060,Kendra Rosario,Rav samal,6689,2018,permanent,2007-01-29,2009-10-25
1329,195137489,Rebecca Norris,Aluf,2275,11695,Regular,2007-01-19,2009-10-15
1330,248423186,Richard Woodward,Rav samal rishon,4986,11033,permanent,2014-01-30,2016-10-26
1331,135172969,Michael Garcia,Seren,1523,5762,permanent,2010-05-25,2013-02-18
1332,21171873,John Furr,Rav turai,2407,17213,Regular,2012-03-12,2014-12-07
1333,229613058,Evangelina Funderburk,Turai,7726,12617,Regular,1991-10-05,1994-07-01
1334,139327045,Sue Clemons,Sgan aluf,8723,12191,permanent,2010-06-05,2013-03-01
1335,296424738,Lynn Mckenzie,Rav samal rishon,3287,12432,Regular,2003-11-14,2006-08-10
1336,135365592,Danny Lawson,Rav samal rishon,2557,5314,permanent,1991-04-06,1993-12-31
1337,143098340,John Penya,Aluf mishne,7633,4180,permanent,2012-10-10,2015-07-07
1338,203971071,Debra Bohannon,Rav samal,1784,9043,Regular,2002-06-19,2005-03-15
1339,52849426,Rhonda Fields,Samal,4996,6107,permanent,2013-12-01,2016-08-27
1340,234666605,Jonathan Brumback,Turai,5651,9844,permanent,2000-10-12,2003-07-09
1341,287052334,Kathleen Doctor,Rav samal rishon,3250,11636,Regular,2013-09-09,2016-06-05
1342,269276167,Grace Fancher,Rav samal rishon,7686,298,permanent,2000-06-09,2003-03-06
1343,199113014,Audrey Polczynski,Rav samal,4666,2825,Regular,2014-09-09,2017-06-05
1344,250722067,Valerie Mcgowan,Rav samal rishon,7134,2429,permanent,2012-05-11,2015-02-05
1345,225500504,Norman Reddy,Seren,6140,10147,permanent,2002-11-16,2005-08-12
1346,236186037,Tanya Kelly,Rav turai,9641,6577,permanent,2001-09-16,2004-06-12
1347,142852160,Joe Mccowin,Sgan aluf,3890,16814,permanent,2001-04-20,2004-01-15
1348,110874882,Robert Schreiber,Aluf mishne,9419,9469,permanent,2011-10-15,2014-07-11
1349,70010499,Roberta Trott,Tat aluf,8121,1836,Regular,1994-02-19,1996-11-15
1350,276664196,William Ball,Samal,9344,16840,Regular,2007-07-24,2010-04-19
1351,271203286,Alethia Mcateer,Samal,2167,18803,Regular,2003-12-17,2006-09-12
1352,190217092,Tyrone Hundley,Rav samal rishon,9354,14749,permanent,2005-04-04,2007-12-30
1353,206599413,Thelma Wismer,Tat aluf,3467,8060,permanent,2017-04-02,2019-12-28
1354,138715224,Thomas Sanchez,Rav samal,5224,881,Regular,2018-09-06,2021-06-02
1355,244356467,Edgar Marquez,Turai,9457,274,permanent,1994-10-23,1997-07-19
1356,228255660,Rose Bonsall,Rav samal rishon,3746,9626,Regular,2015-04-08,2018-01-02
1357,230703048,Betty Sevilla,Sgan aluf,4388,17157,Regular,2002-10-15,2005-07-11
1358,194376770,Russell Bowen,Tat aluf,8752,9235,Regular,2017-11-19,2020-08-15
1359,270801487,Deloris Kolle,Tat aluf,9431,7343,permanent,1998-05-18,2001-02-11
1360,215232978,Chester Gallegos,Seren,1665,18870,permanent,1998-12-08,2001-09-03
1361,10974521,Joseph Crockett,Samal,4139,18176,permanent,1993-12-28,1996-09-23
1362,204185593,David Cipriani,Rav samal rishon,5353,11370,Regular,1992-06-07,1995-03-04
1363,74311736,Karen Bench,Samal,4065,10610,Regular,2007-01-31,2009-10-27
1364,225803868,Richard Bauer,Samal,4105,10705,permanent,1997-06-23,2000-03-19
1365,221622630,Armando Bonavia,Rav samal,3281,2327,permanent,1994-04-13,1997-01-07
1366,10260827,Bruce Ward,Rav samal rishon,3486,8430,Regular,1994-10-31,1997-07-27
1367,117765423,Maureen Beatty,Rav samal rishon,9932,7753,Regular,2006-05-18,2009-02-11
1368,173350051,Randy Thompson,Rav samal rishon,5677,12700,permanent,2016-11-16,2019-08-13
1369,248520159,Judith Hynes,Rav seren,3618,1480,Regular,1995-11-29,1998-08-25
1370,90194242,Larry Macina,Rav turai,8052,17100,permanent,2005-03-04,2007-11-29
1371,215596327,Lisa Butts,Rav samal rishon,7027,3559,permanent,2016-06-26,2019-03-23
1372,255203254,Adam Guzman,Seren,7035,13823,permanent,2013-06-04,2016-02-29
1373,240010331,Robin Greenwood,Turai,9372,13753,permanent,1997-08-17,2000-05-13
1374,199927587,Michael Neeley,Seren,8501,10147,Regular,1990-02-07,1992-11-03
1375,225722413,Lisa Jones,Seren,3972,368,Regular,2013-05-31,2016-02-25
1376,252155936,Violet Wick,Seren,9720,9986,Regular,2017-03-02,2019-11-27
1377,110135990,Charlotte Hood,Samal,5471,14331,permanent,2001-10-19,2004-07-15
1378,95667477,Patricia Moua,Rav turai,1653,2120,permanent,1996-03-07,1998-12-02
