Run key adviser,Id,Name,Certification,Salary,Force,Specialty 
3781,889197250,Carmen Davis,Astronomy,22276,Navy,Health-care
3782,461271358,Paul Jack,Automotive Enginee,7717,Infantry,Explosives
3783,380275131,Charles Bean,Automotive Enginee,18333,Armored,Enemy-psychology
3784,719524637,Scott Conger,geology ,28157,Navy,Animal training
3785,237527164,Patrick Carnell,Chemistry,7210,Air,Animal training
3786,975650287,Tim Robinson,Zoology,8423,Infantry,Firearms
3787,925628576,Aida Payne,Botany,27950,Intelligence,Syria
3788,152288077,Everett Strope,Physics,22606,Armored,Enemy-psychology
3789,753750912,Dolores Patel,Biochemistry,27272,Armored,Enemy-psychology
3790,737849634,James Serrano,Botany,14604,Air,Lebanon
3791,745419369,Robert Elder,Botany,16921,Armored,Enemy-psychology
3792,80602028,Isidro Taul,Chemistry,12296,Intelligence,Egypt
3793,714781098,Michael Cassity,Automotive Enginee,14775,Infantry,Enemy-psychology
3794,201523067,Lloyd Houis,Computer Engineer,21426,Navy,Health-care
3795,754331476,Helen Powell,Astronomy,24145,Infantry,Enemy-psychology
3796,659525225,Delora Locklear,Physics,22911,Armored,Lebanon
3797,319939182,Lia Wallace,Zoology,12990,Navy,Egypt
3798,859588676,Betty Howell,Astronomy,22871,Armored,Health-care
3799,942566323,Lawrence Goss,Computer Engineer,17082,Navy,Firearms
3800,904030998,Frank Riebel,Chemical Engineer,13146,Armored,Egypt
3801,782549374,John Rodriguez,Chemical Engineer,24596,Infantry,Gaza
3802,11127234,Lynnette Stanley,Microbiology,17036,Air,Finance
3803,423432123,Charlene Forbes,Automotive Enginee,7219,Armored,Animal training
3804,836371744,Stephanie Martin,Automotive Enginee,22404,Armored,Syria
3805,565485725,Annette Stevens,Botany,27391,Air,Enemy-psychology
3806,109124914,John Arispe,Automotive Enginee,20737,Infantry,Gaza
3807,841298586,Angela Wells,Chemical Engineer,8127,Intelligence,Finance
3808,732415050,Robert Faust,Automotive Enginee,6323,Navy,Gaza
3809,94689940,Cynthia Shepard,Chemistry,17406,Infantry,Gaza
3810,637420374,Susan Burch,Astronomy,26726,Armored,Egypt
3811,264409204,Ashley Mckeeman,Physics,21340,Infantry,Finance
3812,634391647,Robert Jensen,Botany,20070,Armored,Enemy-psychology
3813,987119053,James Perez,Biochemistry,13768,Infantry,Gaza
3814,76321788,Esther Navarro,Astronomy,9322,Armored,Gaza
3815,862748055,Dennis Morton,Microbiology,13651,Intelligence,Gaza
3816,272856776,Debra Numbers,Astronomy,25031,Navy,Finance
3817,560893959,Stephanie Owen,Zoology,9969,Navy,Animal training
3818,913800505,Anita White,Botany,9923,Air,Gaza
3819,903881387,Edgar Luna,Biochemistry,11857,Intelligence,Egypt
3820,631775052,Kenneth Landreth,Zoology,27949,Armored,Gaza
3821,450643217,Tierra Haddock,Botany,23318,Intelligence,Explosives
3822,889918442,Daniel Dugger,Chemical Engineer,24690,Intelligence,Animal training
3823,921058446,Dorothy Ferrigno,Physics,28490,Navy,Explosives
3824,540577825,Marla Crowden,Biochemistry,16017,Air,Health-care
3825,876680422,Patricia Maples,Chemistry,11371,Infantry,Finance
3826,856533133,Stacie Fuentes,Computer Engineer,19281,Armored,Explosives
3827,719856672,Carmen White,Computer Engineer,14408,Navy,Health-care
3828,546290984,Teresa Brandt,Computer Engineer,19652,Armored,Firearms
3829,518290078,Teresa Harlow,Computer Engineer,8837,Air,Gaza
3830,636295022,Kurt Faraone,Chemistry,18199,Infantry,Health-care
3831,882849455,Diane Garcia,geology ,18252,Infantry,Explosives
3832,597466543,Daniel Oneil,Physics,17674,Air,Finance
3833,731835314,Carolyn Danner,Microbiology,18456,Air,Lebanon
3834,330508282,Nettie Chau,Botany,7861,Intelligence,Egypt
3835,334772455,Christopher Duenas,Chemistry,26946,Air,Gaza
3836,742970659,David Thomas,geology ,18679,Air,Gaza
3837,38181866,Peggy Maske,Chemistry,24012,Navy,Gaza
3838,491477783,Christina Brockman,Zoology,23990,Air,Lebanon
3839,392668711,Kimberly Bottoni,Astronomy,24390,Infantry,Health-care
3840,845443120,Roger Purcell,Automotive Enginee,8266,Intelligence,Health-care
3841,956071811,James Monroe,Microbiology,10283,Air,Enemy-psychology
3842,391825597,Andrea Wright,Chemistry,22288,Infantry,Gaza
3843,808945196,Rachel Thigpen,Automotive Enginee,9738,Armored,Lebanon
3844,66365119,Emily King,Physics,17855,Intelligence,Explosives
3845,933595849,Michael Fillare,Zoology,16518,Air,Egypt
3846,350862101,Laura Madrid,Computer Engineer,15302,Air,Firearms
3847,280873901,Leslie Grindle,Biochemistry,9926,Navy,Syria
3848,343024242,Angela Albert,Computer Engineer,19771,Navy,Enemy-psychology
3849,494324632,Shirley Myers,Chemical Engineer,17828,Infantry,Lebanon
3850,62084149,Sara Babel,Chemical Engineer,29536,Infantry,Enemy-psychology
3851,783142371,Amalia Kaufman,Microbiology,11909,Navy,Finance
3852,172894733,Mark Royal,Chemistry,23957,Air,Animal training
3853,128285528,Aurora Gordon,Chemical Engineer,15247,Navy,Firearms
3854,397650263,Gladys Heredia,Botany,4901,Armored,Enemy-psychology
3855,955707165,Linda Smith,Zoology,15259,Navy,Gaza
3856,158818792,Stephanie Pereida,Automotive Enginee,9541,Intelligence,Enemy-psychology
3857,95379045,Elizabeth Becker,Biochemistry,15457,Infantry,Health-care
3858,696971102,Brian Bice,Automotive Enginee,21659,Navy,Health-care
3859,105963861,Robert Lacombe,Automotive Enginee,14688,Navy,Enemy-psychology
3860,586605628,Charles Vives,Biochemistry,17559,Infantry,Gaza
3861,206197275,Theodora Gomez,Astronomy,19636,Infantry,Lebanon
3862,733960752,Beulah Tice,Botany,24303,Navy,Enemy-psychology
3863,197977219,Roy Elliott,Computer Engineer,25358,Navy,Finance
3864,614685851,Richard Torrez,Automotive Enginee,13138,Armored,Explosives
3865,708962587,Cheryl Moore,Computer Engineer,25556,Air,Egypt
3866,469446054,Mary Zeff,Automotive Enginee,16245,Armored,Health-care
3867,470140043,Belinda Stamper,Chemistry,22922,Intelligence,Enemy-psychology
3868,965763421,Sally Queen,Botany,12120,Intelligence,Firearms
3869,335292348,Robert Williams,Astronomy,10329,Infantry,Lebanon
3870,974477156,Mireille Houston,Physics,7997,Air,Syria
3871,728619015,Christopher Mitchell,Chemical Engineer,24136,Navy,Lebanon
3872,795152774,Ricardo Broussard,Computer Engineer,4515,Air,Health-care
3873,222276882,Janis Perez,Zoology,4546,Air,Animal training
3874,446186093,Elaine Moser,Microbiology,28383,Intelligence,Firearms
3875,21899013,Alfonso Miller,Microbiology,28541,Navy,Egypt
3876,955833329,Jose Tang,Automotive Enginee,25860,Navy,Finance
3877,916178583,Bruce Mills,Automotive Enginee,28898,Armored,Lebanon
3878,189466139,Benjamin Utecht,Microbiology,14185,Armored,Egypt
3879,130604760,James Deleon,Botany,3945,Infantry,Health-care
3880,766798261,Joel Meadors,Botany,23935,Infantry,Animal training
3881,691847136,Mark Smith,Chemistry,8119,Air,Enemy-psychology
3882,588546827,Gary Sevilla,Computer Engineer,27291,Air,Health-care
3883,113040464,Joseph Garson,Physics,25126,Navy,Gaza
3884,18375249,Eddie Munns,Chemical Engineer,13964,Air,Egypt
3885,74577027,Wendy Fancher,Biochemistry,25830,Intelligence,Finance
3886,387081904,Adrienne Brown,Biochemistry,15251,Infantry,Explosives
3887,44644060,Jaime Clark,Biochemistry,16171,Navy,Firearms
3888,455233983,Alfred Mason,Chemical Engineer,27280,Infantry,Animal training
3889,954295504,Aleshia Guzman,Chemical Engineer,4523,Armored,Firearms
3890,675202236,Angela Wilson,Botany,11591,Infantry,Firearms
3891,788515099,Jeffry Maddox,Chemical Engineer,10321,Armored,Finance
3892,19828115,Madge Netto,Computer Engineer,7704,Armored,Lebanon
3893,911398853,Josephine Ferreri,Zoology,25476,Navy,Enemy-psychology
3894,994902808,Myesha Henderson,Automotive Enginee,15637,Navy,Gaza
3895,565794538,Edward Hatcher,Chemical Engineer,22169,Air,Enemy-psychology
3896,874918228,Ashley Germon,Microbiology,3338,Infantry,Finance
3897,625004043,Lawrence Croy,Microbiology,23220,Air,Animal training
3898,992948186,Diane Doran,geology ,14587,Infantry,Enemy-psychology
3899,172672658,Angela Vergari,Automotive Enginee,21241,Air,Health-care
3900,434734904,Judith Walko,Chemistry,19996,Intelligence,Syria
3901,769149497,Aaron Plante,Computer Engineer,26922,Navy,Gaza
3902,277080468,John Wendt,geology ,4867,Intelligence,Gaza
3903,873816658,Rodney Offield,Automotive Enginee,14008,Armored,Syria
3904,726538082,Kelly Espinosa,Chemical Engineer,15516,Intelligence,Finance
3905,907015704,Robert Cotton,Physics,11192,Infantry,Explosives
3906,212778512,Ruth Wetherell,Chemistry,4372,Air,Egypt
3907,609653410,Rose Rakes,Chemistry,7622,Intelligence,Finance
3908,322812477,Felicita Ocampo,Zoology,4915,Armored,Gaza
3909,40818674,Benito Oliver,Automotive Enginee,4985,Infantry,Firearms
3910,955124943,Barbara Crafton,Microbiology,28654,Air,Finance
3911,615817323,Dawn Barclay,Astronomy,27782,Infantry,Finance
3912,394420734,Elvera Williams,geology ,13455,Intelligence,Egypt
3913,139019039,Darla Metzger,Physics,19999,Infantry,Explosives
3914,833626739,Patti Bowman,Computer Engineer,15407,Intelligence,Firearms
3915,539812485,Lawrence Stcharles,Physics,11213,Armored,Syria
3916,913790051,Larry Frank,Zoology,14499,Air,Finance
3917,272382724,Cara Forester,Physics,20758,Air,Firearms
3918,951806086,Steven Mercier,Zoology,20112,Armored,Firearms
3919,584353874,Linda Gibbs,Zoology,10616,Intelligence,Gaza
3920,996160473,Joe Pena,geology ,11169,Air,Finance
3921,438940526,Karen Day,Chemical Engineer,8426,Air,Finance
3922,415703926,Debbie Allen,Biochemistry,18928,Infantry,Syria
3923,402365433,Stephen Bolt,Computer Engineer,29185,Infantry,Lebanon
3924,847118398,Christian Burnett,Physics,22446,Armored,Firearms
3925,446719933,Cathy Hauser,geology ,24262,Infantry,Egypt
3926,608899272,William Mcgee,Automotive Enginee,22019,Armored,Lebanon
3927,653359234,Elizabeth White,Botany,8265,Intelligence,Lebanon
3928,259914251,Robert Rann,Physics,4133,Intelligence,Lebanon
3929,128919988,Robert Davis,Zoology,25562,Navy,Gaza
3930,378145406,Bessie Hoyt,Botany,8787,Navy,Firearms
3931,673649122,Mariko Delatorre,Zoology,25692,Air,Firearms
3932,112435121,George Sears,Chemistry,9773,Navy,Health-care
3933,635370243,Julia Dixon,Astronomy,14715,Intelligence,Egypt
3934,40615777,Kari Nailor,Computer Engineer,20707,Infantry,Egypt
3935,525870547,Richard Vaughn,Botany,4483,Navy,Lebanon
3936,313394738,Ulysses Kocur,Automotive Enginee,20936,Armored,Gaza
3937,482744361,Marsha Harmon,Chemistry,26445,Armored,Lebanon
3938,668354784,Patricia Rose,Chemical Engineer,16209,Navy,Lebanon
3939,577391124,Tracy Looney,Physics,10876,Air,Gaza
3940,295408075,William Keena,Zoology,6583,Infantry,Lebanon
3941,929085308,Luke Miller,Automotive Enginee,25007,Armored,Firearms
3942,825680933,Kirk Bodey,Botany,11385,Navy,Enemy-psychology
3943,490610999,Joseph Derks,Botany,26525,Infantry,Lebanon
3944,232486284,Trinity Torres,Chemistry,9113,Intelligence,Health-care
3945,712718636,David Brown,Astronomy,17332,Intelligence,Gaza
3946,262801016,James Lambert,Chemistry,7796,Intelligence,Finance
3947,372057660,Kenneth Stone,geology ,20941,Air,Egypt
3948,705863658,Frances Jackson,Biochemistry,14770,Navy,Animal training
3949,663279453,Daniel Alford,Chemistry,18087,Intelligence,Syria
3950,435202829,Betty Henderson,Chemical Engineer,19054,Navy,Egypt
3951,350500790,Dorothy Carabajal,geology ,4763,Air,Finance
3952,291138101,Florence Martinez,Botany,12185,Armored,Explosives
3953,540387021,Mark Packer,Computer Engineer,22909,Infantry,Enemy-psychology
3954,936806514,Warren Hinkle,Chemical Engineer,3755,Intelligence,Enemy-psychology
3955,306285643,Leo Cote,Chemical Engineer,21660,Navy,Finance
3956,107120835,Judy Clayton,Zoology,8755,Armored,Egypt
3957,819437597,Maria Barone,Astronomy,14240,Air,Enemy-psychology
3958,322408666,Patricia Baez,Astronomy,20023,Navy,Finance
3959,440969531,Margaret Lee,Physics,27887,Navy,Finance
3960,355805809,Mary Allen,Biochemistry,8063,Armored,Syria
3961,644102566,Michele Fender,Biochemistry,23548,Armored,Animal training
3962,858656944,John Denton,Microbiology,10944,Air,Enemy-psychology
3963,793540297,Betty Ardito,Computer Engineer,11362,Infantry,Syria
3964,653573349,Cassandra Criger,Microbiology,28848,Air,Gaza
3965,662890210,Desiree Bodak,Physics,18407,Armored,Gaza
3966,115162522,Michelle Pumphrey,Microbiology,26431,Navy,Health-care
3967,556705215,Misty Jares,Microbiology,22981,Air,Finance
3968,117843664,Patrick Puhl,Automotive Enginee,10628,Intelligence,Syria
3969,560906355,Esther Roberts,Automotive Enginee,23633,Intelligence,Syria
3970,933627864,Frank Jarvis,Astronomy,25021,Intelligence,Health-care
3971,208738155,Alfred Boles,Chemical Engineer,26591,Armored,Firearms
3972,98804916,Angelita Rosa,Chemistry,20069,Navy,Egypt
3973,951667151,Jo Maxwell,Chemical Engineer,8583,Intelligence,Health-care
3974,95707420,Rick Moore,Botany,12618,Infantry,Egypt
3975,675618829,David Kibler,Automotive Enginee,7880,Infantry,Enemy-psychology
3976,927496389,David Chance,Astronomy,16705,Intelligence,Animal training
3977,765918984,Leon Cotten,Zoology,28349,Navy,Egypt
3978,140897797,Elsie Farley,Zoology,6571,Air,Animal training
3979,229706493,Michael Dunn,Physics,20201,Air,Enemy-psychology
3980,856439135,William Campos,Chemistry,27604,Armored,Gaza
3981,803043495,Johnny Carrol,Automotive Enginee,10345,Intelligence,Firearms
3982,14836166,Shirley Davis,geology ,22363,Air,Explosives
3983,58052587,Teri Penley,Computer Engineer,12218,Air,Enemy-psychology
3984,764735320,Gretchen Butler,Biochemistry,20462,Navy,Gaza
3985,356049961,Steven Harris,Automotive Enginee,12539,Infantry,Egypt
3986,620586595,Edward Roney,Physics,21834,Navy,Egypt
3987,706239059,Brent Donald,Automotive Enginee,23902,Infantry,Explosives
3988,771789905,Vada Jones,Computer Engineer,26182,Navy,Gaza
3989,716651619,Cynthia Franco,geology ,12629,Armored,Animal training
3990,392779327,Rebecca Kawamura,Zoology,11409,Navy,Explosives
3991,751837485,David Hope,Chemistry,6596,Armored,Health-care
3992,975764026,Michael Crist,Biochemistry,11381,Air,Finance
3993,474908358,Scott Worth,geology ,3262,Navy,Syria
3994,497635195,Page Friddle,Zoology,3577,Armored,Explosives
3995,721801576,Steve Ruiz,Biochemistry,24615,Navy,Lebanon
3996,846730640,Michelle Senff,Automotive Enginee,24121,Air,Explosives
3997,484101013,Virginia Bannister,Astronomy,11702,Infantry,Firearms
3998,470892011,Brenda Mahoney,Automotive Enginee,21052,Navy,Explosives
3999,385798297,Thomas Lawhorn,Microbiology,15587,Armored,Lebanon
4000,821344086,Lisa Wilson,Computer Engineer,10308,Navy,Syria
4001,455219653,Ana Osborn,Computer Engineer,3019,Intelligence,Gaza
4002,435880184,Louise Zanghi,Microbiology,27174,Air,Animal training
4003,819389840,Barbara Carlsen,Microbiology,17469,Air,Health-care
4004,830391703,Lina Park,Biochemistry,5039,Navy,Enemy-psychology
4005,418573832,Eugenia Hendricks,Computer Engineer,10721,Air,Enemy-psychology
4006,679660961,Cameron Dillon,Astronomy,26003,Armored,Explosives
4007,65297709,Jeffrey Landing,Chemistry,24393,Air,Health-care
4008,620154712,Clint Salcedo,Computer Engineer,21520,Intelligence,Lebanon
4009,899399012,Barbara Casto,Computer Engineer,4767,Intelligence,Egypt
4010,114148088,James Clermont,Automotive Enginee,5979,Air,Syria
4011,460370642,Monica Davis,geology ,4234,Armored,Explosives
4012,790955574,Geneva Long,Chemical Engineer,22281,Air,Enemy-psychology
4013,982956347,David Boyer,Zoology,7346,Infantry,Explosives
4014,531092072,Marion Burlett,Zoology,8395,Intelligence,Egypt
4015,538483805,James Korfhage,Chemistry,28882,Air,Egypt
4016,721686313,Rosa Pimentel,Microbiology,29980,Air,Syria
4017,283720646,Ramona Thompson,Microbiology,23177,Infantry,Finance
4018,405567348,Jesus Wilkerson,Physics,14931,Navy,Syria
4019,542584682,Lavette Burton,Biochemistry,11576,Air,Finance
4020,508752298,Michael Herzog,Microbiology,3060,Infantry,Animal training
4021,374009290,John Maples,Chemistry,18251,Navy,Animal training
4022,127932235,Fred Stone,Physics,3262,Navy,Explosives
4023,834288147,Andrew Hayes,Astronomy,25336,Intelligence,Animal training
4024,764636346,Diane Travers,Chemistry,11419,Air,Gaza
4025,893132455,Ofelia Roque,Zoology,20377,Intelligence,Explosives
4026,392497816,Melvin Watkins,Botany,5428,Armored,Syria
4027,649736350,Adeline Solis,Biochemistry,7172,Navy,Syria
4028,705669273,Concepcion Boothe,Chemical Engineer,8687,Intelligence,Finance
4029,662739558,John Miller,Botany,10374,Intelligence,Finance
4030,395586881,Susan Lauzon,Astronomy,26943,Navy,Enemy-psychology
4031,253439363,Paul Heidebrecht,geology ,9333,Air,Gaza
4032,646941636,Alfred Azar,Astronomy,14581,Armored,Syria
4033,955467016,Troy Crosland,Chemical Engineer,23583,Navy,Finance
4034,715703145,Margie Jones,Botany,13794,Intelligence,Explosives
4035,868187426,Allan Lancaster,Astronomy,29975,Infantry,Gaza
4036,771486936,Adolfo Gingrich,Botany,27360,Infantry,Gaza
4037,672678534,Jean Pellerin,Botany,7801,Armored,Syria
4038,888281399,Sandra Calle,Chemical Engineer,24734,Air,Animal training
4039,744079325,Patricia Martinez,geology ,20925,Navy,Firearms
4040,62805577,Tyler Leonard,Botany,23859,Air,Enemy-psychology
4041,52577321,Keith Patterson,Physics,27802,Navy,Lebanon
4042,805304150,Kimberley Sharp,Computer Engineer,15727,Navy,Finance
4043,249551752,Dana Chandler,Astronomy,13581,Armored,Explosives
4044,277653513,Cathleen Ochoa,Computer Engineer,28037,Infantry,Gaza
4045,388796340,Sandra Hazard,Chemistry,7632,Armored,Gaza
4046,82488673,James Hostetter,Zoology,24432,Infantry,Egypt
4047,729748550,Carlota Hayes,Physics,11627,Intelligence,Firearms
4048,754172135,William Gaylor,Computer Engineer,8218,Air,Explosives
4049,17955220,Jeanne Goins,Physics,21224,Armored,Gaza
4050,209310783,Theresa Diaz,Biochemistry,16846,Intelligence,Health-care
